K-stat 무역통계 - 한국무역협회,,,,,,,,
…5월,"4,507,888",14.9,"643,207,243",27.5,"134,766",-8.8,"7,095,119",-16.8
…6월,"5,508,510",17.9,"779,982,829",28.6,"175,241",-1.4,"9,312,427",-7.9
…7월,"6,454,897",25.4,"907,270,386",34.8,"208,833",0.6,"11,430,817",-2.8
…8월,"7,407,816",27.5,"1,040,281,645",36.0,"244,202",5.1,"13,562,422",2.7
…9월,"8,502,770",27.4,"1,191,341,979",34.7,"274,207",2.6,"15,338,621",2.4
…10월,"9,756,205",25.0,"1,360,345,518",30.9,"303,845",3.6,"17,126,918",3.8
…11월,"11,058,239",25.1,"1,537,120,791",30.2,"347,948",7.7,"19,638,228",8.6
…12월,"12,531,899",25.5,"1,727,554,101",29.2,"405,446",12.4,"22,692,864",13.6
2003년,"9,988,413",24.4,"1,337,220,651",23.8,"360,590",23.4,"19,971,900",-4.6
2002년,"8,031,257",8.7,"1,079,974,998",5.4,"292,236",109.3,"20,933,612",83.0
…1월,"700,869",42.2,"94,743,399",37.9,"17,738",91.4,"1,331,238",88.9
…2월,"1,257,537",42.0,"171,559,630",36.9,"33,751",107.9,"2,546,369",100.9
…3월,"1,941,909",29.1,"264,197,661",25.0,"54,475",88.2,"4,126,587",85.2
…4월,"2,596,453",26.0,"353,274,210",22.7,"78,382",109.8,"6,019,922",106.6
…5월,"3,275,854",22.1,"445,233,742",18.9,"104,781",101.8,"8,049,661",98.1
…6월,"3,687,626",9.2,"501,895,815",6.9,"126,357",103.6,"9,580,981",94.8
…7월,"4,306,020",6.7,"582,845,462",4.0,"162,478",117.8,"11,927,414",99.4
…8월,"4,931,245",4.3,"667,779,288",1.8,"209,088",143.1,"15,039,169",114.3
…9월,"5,521,759",1.4,"746,129,576",-1.3,"227,236",120.2,"16,407,501",96.1
…10월,"6,356,620",3.4,"857,612,831",0.6,"243,365",115.8,"17,549,693",88.9
…11월,"7,180,163",4.1,"967,188,679",1.3,"265,967",112.1,"19,073,325",85.3
…12월,"8,031,257",8.7,"1,079,974,998",5.4,"292,236",109.3,"20,933,612",83.0
2001년,"7,389,207",3.3,"1,024,823,118",-3.0,"139,602",96.7,"11,436,655",112.0
…1월,"492,813",19.7,"68,722,021",10.1,"9,266",88.5,"704,829",117.4
…2월,"885,810",-5.4,"125,349,163",-12.4,"16,235",84.4,"1,267,250",111.4
…3월,"1,504,187",1.9,"211,441,162",-7.2,"28,945",103.8,"2,228,278",127.0
…4월,"2,060,075",8.1,"287,993,853",-2.5,"37,357",71.1,"2,913,494",90.5
…5월,"2,683,053",9.7,"374,473,222",-1.4,"51,919",93.1,"4,063,752",114.6
…6월,"3,376,191",16.4,"469,560,278",5.0,"62,054",95.4,"4,917,866",117.4
…7월,"4,037,376",14.4,"560,493,300",3.5,"74,597",88.9,"5,981,406",108.6
…8월,"4,729,671",14.3,"656,065,275",4.5,"86,013",88.1,"7,018,969",110.9
…9월,"5,446,556",11.6,"755,854,566",3.0,"103,176",92.5,"8,365,078",112.4
…10월,"6,144,947",7.2,"852,153,890",-0.8,"112,765",93.6,"9,290,048",114.0
…11월,"6,898,236",7.2,"955,082,564",-0.4,"125,379",94.8,"10,294,351",112.5
…12월,"7,389,207",3.3,"1,024,823,118",-3.0,"139,602",96.7,"11,436,655",112.0
2000년,"7,155,201",33.0,"1,056,726,399",24.2,"70,983",116.6,"5,393,932",124.2
…1월,"411,816",57.9,"62,432,308",47.4,"4,915",118.2,"324,144",102.1
…2월,"936,437",82.2,"143,057,299",69.5,"8,803",79.0,"599,464",74.5
…3월,"1,476,234",68.1,"227,806,886",59.0,"14,201",118.6,"981,620",106.0
…4월,"1,905,363",45.3,"295,436,791",38.8,"21,837",155.5,"1,529,610",152.5
…5월,"2,445,097",40.5,"379,807,913",34.7,"26,891",163.8,"1,893,642",161.6
…6월,"2,901,059",21.3,"447,298,535",16.1,"31,750",152.6,"2,262,493",149.5
…7월,"3,528,245",20.4,"541,536,854",15.5,"39,498",155.8,"2,867,863",153.8
…8월,"4,136,152",24.5,"627,836,332",18.3,"45,720",156.8,"3,328,567",152.8
…9월,"4,880,608",30.3,"733,893,922",23.0,"53,590",160.2,"3,938,339",158.1
…10월,"5,732,595",36.7,"859,397,494",28.7,"58,248",136.3,"4,340,582",139.1
…11월,"6,436,375",35.7,"958,884,045",27.3,"64,363",124.5,"4,844,778",130.5
…12월,"7,155,201",33.0,"1,056,726,399",24.2,"70,983",116.6,"5,393,932",124.2
1999년,"5,381,567",31.3,"850,702,303",25.6,"32,778",318.3,"2,406,342",275.2
…1월,"260,840",61.8,"42,350,162",78.1,"2,252",44.3,"160,386",66.8
…2월,"513,901",26.0,"84,421,096",31.3,"4,918",98.5,"343,502",70.8
…3월,"878,118",13.4,"143,238,522",15.2,"6,497",93.4,"476,609",69.3
…4월,"1,311,771",12.3,"212,890,062",13.1,"8,547",124.2,"605,769",89.8
…5월,"1,739,708",14.8,"281,954,449",14.0,"10,195",145.5,"723,946",107.2
…6월,"2,391,010",30.4,"385,355,678",27.9,"12,568",117.2,"906,889",87.6
…7월,"2,929,817",35.5,"468,895,276",30.6,"15,441",143.2,"1,130,017",115.6
…8월,"3,320,904",40.1,"530,694,470",33.7,"17,802",169.3,"1,316,531",140.4
…9월,"3,744,627",39.5,"596,684,100",33.0,"20,592",189.0,"1,525,807",164.3
…10월,"4,194,387",33.2,"667,506,143",27.8,"24,645",230.5,"1,815,102",199.2
…11월,"4,741,575",33.4,"753,407,992",28.2,"28,666",275.3,"2,101,756",234.4
…12월,"5,381,567",31.3,"850,702,303",25.6,"32,778",318.3,"2,406,342",275.2
1998년,"4,098,269",-11.8,"677,189,938",4.9,"7,836",-94.8,"641,410",-93.9
…1월,"161,179",34.0,"23,775,183",50.3,"1,561",-94.3,"96,172",-95.1
…2월,"407,743",13.5,"64,292,200",37.5,"2,477",-93.8,"201,116",-92.5
…3월,"774,153",5.1,"124,328,064",29.3,"3,360",-94.0,"281,591",-92.6
…4월,"1,167,694",4.7,"188,264,474",28.3,"3,812",-95.0,"319,130",-93.8
…5월,"1,515,803",-2.6,"247,314,240",19.0,"4,153",-95.5,"349,345",-94.5
…6월,"1,833,866",-12.6,"301,322,549",6.7,"5,786",-94.3,"483,360",-93.0
…7월,"2,162,010",-13.5,"358,941,768",6.0,"6,350",-94.5,"524,108",-93.4
…8월,"2,370,851",-15.1,"397,044,195",4.2,"6,611",-94.7,"547,558",-93.6
…9월,"2,684,637",-14.0,"448,631,169",4.6,"7,125",-94.8,"577,369",-93.9
…10월,"3,149,545",-11.4,"522,353,795",6.6,"7,457",-94.8,"606,672",-93.9
…11월,"3,554,419",-12.7,"587,704,716",4.3,"7,638",-94.9,"628,604",-93.9
…12월,"4,098,269",-11.8,"677,189,938",4.9,"7,836",-94.8,"641,410",-93.9
1997년,"4,646,869",33.4,"645,616,988",42.9,"150,975",-41.8,"10,445,283",-30.8
…1월,"120,252",-49.1,"15,815,621",-49.1,"27,241",-1.7,"1,944,739",30.0
…2월,"359,133",-22.6,"46,752,752",-22.5,"39,828",-1.4,"2,673,617",23.4
…3월,"736,413",0.1,"96,173,785",-0.2,"56,415",1.9,"3,782,795",22.2
…4월,"1,115,241",12.3,"146,692,592",11.2,"76,425",2.5,"5,151,459",25.2
…5월,"1,556,658",21.8,"207,895,039",22.6,"92,420",-8.8,"6,399,720",15.8
…6월,"2,097,307",35.8,"282,405,568",38.9,"100,885",-20.8,"6,920,648",-3.9
…7월,"2,499,001",37.1,"338,681,158",41.2,"114,887",-26.4,"7,931,731",-10.4
…8월,"2,792,513",36.9,"381,077,210",41.7,"124,381",-31.3,"8,513,647",-18.6
…9월,"3,122,847",33.9,"428,802,787",39.7,"137,318",-32.1,"9,461,796",-19.5
…10월,"3,554,722",31.3,"489,808,767",38.2,"143,482",-35.9,"9,933,171",-23.9
…11월,"4,069,380",32.4,"563,743,172",40.6,"148,658",-38.0,"10,287,533",-26.0
…12월,"4,646,869",33.4,"645,616,988",42.9,"150,975",-41.8,"10,445,283",-30.8
1996년,"3,482,693",26.0,"451,815,051",26.9,"259,532",61.5,"15,088,477",67.2
…1월,"236,204",40.3,"31,062,620",37.5,"27,713",126.6,"1,495,944",122.3
…2월,"463,838",22.4,"60,323,788",22.0,"40,408",84.0,"2,167,337",74.3
…3월,"735,986",22.3,"96,408,624",21.9,"55,373",59.3,"3,096,199",56.7
…4월,"993,169",20.9,"131,913,118",22.8,"74,527",55.3,"4,113,555",50.4
…5월,"1,278,236",27.1,"169,618,442",28.2,"101,285",62.8,"5,528,371",58.9
…6월,"1,543,946",20.4,"203,317,579",20.8,"127,348",70.3,"7,201,534",72.1
…7월,"1,822,527",19.3,"239,935,743",20.1,"156,128",69.8,"8,853,753",74.5
…8월,"2,039,085",18.9,"268,973,845",20.1,"181,173",59.8,"10,460,769",70.4
…9월,"2,332,213",21.3,"306,998,234",22.7,"202,218",57.9,"11,760,138",65.9
…10월,"2,708,100",23.4,"354,294,929",24.7,"223,670",62.4,"13,054,074",70.2
…11월,"3,072,461",24.6,"400,956,504",26.1,"239,922",57.0,"13,906,250",62.5
…12월,"3,482,693",26.0,"451,815,051",26.9,"259,532",61.5,"15,088,477",67.2
1995년,"2,765,025",61.6,"356,003,799",49.2,"160,684",92.7,"9,025,126",58.9
…1월,"168,360",39.6,"22,589,861",33.0,"12,230",261.8,"672,814",153.7
…2월,"378,836",69.7,"49,430,404",57.0,"21,959",352.9,"1,243,794",257.3
…3월,"601,761",49.9,"79,082,858",39.9,"34,760",265.3,"1,975,641",183.9
…4월,"821,149",51.5,"107,380,281",40.5,"48,000",226.0,"2,734,385",156.9
…5월,"1,005,706",48.9,"132,351,923",38.8,"62,232",176.4,"3,478,976",112.6
…6월,"1,281,907",54.8,"168,345,725",44.4,"74,793",170.9,"4,184,476",109.2
…7월,"1,527,941",62.8,"199,748,577",50.9,"91,951",129.5,"5,073,657",78.2
…8월,"1,715,066",64.0,"223,890,033",51.5,"113,397",129.7,"6,137,745",73.8
…9월,"1,922,232",66.2,"250,229,751",52.9,"128,085",120.8,"7,087,782",75.4
…10월,"2,194,976",68.1,"284,046,023",54.1,"137,686",108.2,"7,670,365",66.3
…11월,"2,465,923",66.4,"317,923,144",53.0,"152,843",102.6,"8,558,556",65.0
…12월,"2,765,025",61.6,"356,003,799",49.2,"160,684",92.7,"9,025,126",58.9
1994년,"1,710,682",11.1,"238,565,655",10.6,"83,406",171.9,"5,680,998",139.5
…1월,"120,623",82.1,"16,985,532",80.1,"3,380",0.7,"265,238",3.5
…2월,"223,235",31.9,"31,486,808",30.6,"4,848",-40.5,"348,076",-46.8
…3월,"401,371",17.3,"56,530,124",19.1,"9,515",-20.4,"695,982",-24.3
…4월,"541,984",0.6,"76,454,418",3.1,"14,726",12.4,"1,064,368",3.1
…5월,"675,330",5.1,"95,369,885",7.0,"22,513",34.8,"1,636,357",25.3
…6월,"828,300",15.4,"116,611,899",15.7,"27,608",43.2,"2,000,361",33.5
…7월,"938,315",17.0,"132,357,178",17.2,"40,072",88.4,"2,846,995",73.1
…8월,"1,045,577",17.1,"147,768,494",17.2,"49,367",112.5,"3,532,509",94.3
…9월,"1,156,259",12.7,"163,660,131",13.3,"58,012",129.1,"4,040,486",104.3
…10월,"1,306,040",13.0,"184,380,628",13.5,"66,117",142.3,"4,611,827",118.0
…11월,"1,482,072",11.3,"207,778,130",11.5,"75,438",149.9,"5,185,596",122.4
…12월,"1,710,682",11.1,"238,565,655",10.6,"83,406",171.9,"5,680,998",139.5
1993년,"1,540,363",79.5,"215,793,270",68.9,"30,679",-19.4,"2,372,117",-8.9
…1월,"66,257",367.8,"9,433,096",326.0,"3,358",-11.5,"256,275",-2.4
…2월,"169,241",132.1,"24,116,453",114.7,"8,147",7.9,"654,563",25.6
…3월,"342,069",143.5,"47,463,497",124.0,"11,960",7.7,"919,267",24.8
…4월,"538,884",150.0,"74,128,666",129.5,"13,100",-10.2,"1,032,023",7.6
…5월,"642,303",143.7,"89,100,520",127.9,"16,703",-5.5,"1,305,750",14.3
…6월,"717,534",111.5,"100,779,101",100.0,"19,278",2.0,"1,497,876",22.4
…7월,"801,724",100.5,"112,890,384",89.9,"21,269",-2.8,"1,644,692",13.6
…8월,"893,223",90.6,"126,038,067",80.9,"23,233",-12.7,"1,818,215",1.8
…9월,"1,025,640",90.7,"144,440,246",80.5,"25,324",-18.6,"1,978,026",-6.8
…10월,"1,156,130",84.9,"162,409,926",74.6,"27,288",-18.6,"2,115,441",-7.5
…11월,"1,331,856",86.9,"186,377,620",76.3,"30,193",-15.3,"2,332,125",-3.9
…12월,"1,540,363",79.5,"215,793,270",68.9,"30,679",-19.4,"2,372,117",-8.9
1992년,"857,926",3.1,"127,728,554",0.4,"38,070",29.6,"2,603,063",42.3
…1월,"14,162",-23.7,"2,214,101",-22.7,"3,795",131.9,"262,668",228.4
…2월,"72,915",97.1,"11,234,435",95.0,"7,547",110.3,"521,198",187.8
…3월,"140,477",49.2,"21,185,561",48.5,"11,109",135.5,"736,470",210.0
…4월,"215,584",54.0,"32,301,134",50.2,"14,595",129.6,"958,710",190.6
…5월,"263,579",38.1,"39,095,875",33.2,"17,684",96.6,"1,141,953",134.9
…6월,"339,309",23.9,"50,381,110",20.1,"18,905",78.6,"1,223,676",108.6
…7월,"399,881",22.9,"59,440,558",18.3,"21,876",52.9,"1,447,317",71.4
…8월,"468,612",18.2,"69,678,701",13.1,"26,604",46.2,"1,786,528",59.2
…9월,"537,964",13.8,"80,016,559",8.6,"31,120",36.6,"2,122,756",50.4
…10월,"625,334",5.4,"93,024,013",0.9,"33,531",30.3,"2,287,328",41.1
…11월,"712,577",0.4,"105,722,258",-3.4,"35,646",30.9,"2,426,181",43.4
…12월,"857,926",3.1,"127,728,554",0.4,"38,070",29.6,"2,603,063",42.3
1991년,"832,530",86.0,"127,163,060",82.5,"29,364",-53.8,"1,829,821",-62.3
…1월,"18,564",26.7,"2,864,877",16.3,"1,637",-76.1,"79,990",-85.6
…2월,"36,992",7.8,"5,761,726",-2.0,"3,588",-73.8,"181,081",-84.0
…3월,"94,178",59.3,"14,263,782",42.4,"4,718",-77.8,"237,583",-86.5
…4월,"139,980",65.1,"21,500,832",49.9,"6,356",-76.5,"329,911",-85.1
…5월,"190,809",83.5,"29,351,076",69.9,"8,995",-72.3,"486,153",-81.7
…6월,"273,818",84.3,"41,966,137",75.4,"10,586",-71.8,"586,529",-81.1
…7월,"325,456",77.0,"50,255,971",69.7,"14,311",-65.1,"844,490",-75.0
…8월,"396,356",93.0,"61,624,302",86.7,"18,200",-59.6,"1,122,517",-69.9
…9월,"472,650",89.9,"73,711,196",86.3,"22,788",-52.6,"1,411,155",-64.2
…10월,"593,118",104.8,"92,171,213",101.1,"25,736",-51.4,"1,621,142",-62.0
…11월,"709,978",102.6,"109,481,017",99.5,"27,237",-50.4,"1,692,458",-61.3
…12월,"832,530",86.0,"127,163,060",82.5,"29,364",-53.8,"1,829,821",-62.3
1990년,"447,640",-45.8,"69,679,865",-41.5,"63,541",68.0,"4,850,988",68.0
…1월,"14,654",-33.9,"2,463,831",-28.2,"6,835",262.6,"557,162",242.1
…2월,"34,312",-55.6,"5,878,641",-50.0,"13,705",348.4,"1,134,096",341.8
…3월,"59,115",-70.9,"10,016,614",-66.0,"21,252",367.7,"1,754,904",390.7
…4월,"84,789",-69.1,"14,347,062",-64.2,"27,027",321.2,"2,220,241",357.2
…5월,"103,957",-68.5,"17,278,318",-63.7,"32,501",266.4,"2,653,460",304.9
…6월,"148,610",-66.0,"23,931,924",-61.7,"37,504",163.9,"3,101,417",225.4
…7월,"183,898",-62.0,"29,614,125",-57.5,"40,973",128.0,"3,384,475",182.5
…8월,"205,330",-61.7,"33,012,282",-57.5,"45,018",116.0,"3,724,513",166.6
…9월,"248,926",-57.9,"39,565,286",-54.0,"48,094",101.9,"3,943,523",141.0
…10월,"289,662",-53.6,"45,839,297",-49.8,"52,971",92.2,"4,268,891",116.3
…11월,"350,464",-51.7,"54,890,990",-47.7,"54,939",85.5,"4,376,853",105.7
…12월,"447,640",-45.8,"69,679,865",-41.5,"63,541",68.0,"4,850,988",68.0
1989년,"825,455",-8.7,"119,039,791",-38.2,"37,830",127.5,"2,886,700",97.8
…1월,"22,154",-36.3,"3,432,543",-65.1,"1,885",20.6,"162,872",26.3
…2월,"77,321",4.5,"11,747,618",-30.1,"3,057",29.5,"256,728",16.3
…3월,"203,122",57.2,"29,440,043",-69.5,"4,544",50.2,"357,602",24.5
…4월,"274,443",95.2,"40,042,193",-59.5,"6,417",81.7,"485,656",32.9
…5월,"330,384",120.0,"47,582,650",-52.8,"8,869",122.2,"655,377",51.1
…6월,"437,441",97.5,"62,494,284",-42.5,"14,209",151.2,"952,972",71.5
…7월,"483,568",53.7,"69,670,632",-42.0,"17,971",115.5,"1,198,145",61.2
…8월,"536,301",41.5,"77,697,736",-39.1,"20,845",103.5,"1,396,789",48.9
…9월,"591,893",30.8,"86,013,256",-36.9,"23,825",100.5,"1,636,154",45.8
…10월,"624,721",20.6,"91,261,712",-36.8,"27,566",110.9,"1,973,199",59.1
…11월,"726,201",4.1,"104,891,171",-36.8,"29,615",107.8,"2,128,055",60.5
…12월,"825,455",-8.7,"119,039,791",-38.2,"37,830",127.5,"2,886,700",97.8
1988년,"903,996",63.6,"192,518,559",0.0,"16,628",-61.6,"1,459,181",0.0
…1월,"34,803",0.0,"9,821,498",0.0,"1,563",0.0,"128,955",0.0
…2월,"74,027",0.0,"16,809,822",0.0,"2,360",0.0,"220,738",0.0
…3월,"129,211",0.0,"96,616,798",0.0,"3,026",0.0,"287,329",0.0
…4월,"140,614",0.0,"98,789,973",0.0,"3,532",0.0,"365,316",0.0
…5월,"150,196",0.0,"100,783,873",0.0,"3,991",0.0,"433,730",0.0
…6월,"221,438",0.0,"108,704,562",0.0,"5,657",0.0,"555,680",0.0
…7월,"314,584",0.0,"120,177,512",0.0,"8,338",0.0,"743,294",0.0
…8월,"379,047",0.0,"127,663,779",0.0,"10,245",0.0,"937,842",0.0
…9월,"452,628",0.0,"136,269,067",0.0,"11,882",0.0,"1,122,003",0.0
…10월,"517,938",0.0,"144,507,782",0.0,"13,072",0.0,"1,239,941",0.0
…11월,"697,328",0.0,"165,955,190",0.0,"14,248",0.0,"1,326,258",0.0
…12월,"903,996",63.6,"192,518,559",0.0,"16,628",-61.6,"1,459,181",0.0
1987년,"552,457",100.4,0,0.0,"43,290",520.4,0,0.0
…1월,0,0.0,0,0.0,0,0.0,0,0.0
…2월,0,0.0,0,0.0,0,0.0,0,0.0
…3월,0,0.0,0,0.0,0,0.0,0,0.0
…4월,0,0.0,0,0.0,0,0.0,0,0.0
…5월,0,0.0,0,0.0,0,0.0,0,0.0
…6월,0,0.0,0,0.0,0,0.0,0,0.0
…7월,0,0.0,0,0.0,0,0.0,0,0.0
…8월,0,0.0,0,0.0,0,0.0,0,0.0
…9월,0,0.0,0,0.0,0,0.0,0,0.0
…10월,0,0.0,0,0.0,0,0.0,0,0.0
…11월,0,0.0,0,0.0,0,0.0,0,0.0
…12월,"552,457",100.4,0,0.0,"43,290",520.4,0,0.0
1986년,"275,680",152.6,0,0.0,"6,978",11.0,0,0.0
…1월,0,0.0,0,0.0,0,0.0,0,0.0
…2월,0,0.0,0,0.0,0,0.0,0,0.0
…3월,0,0.0,0,0.0,0,0.0,0,0.0
…4월,0,0.0,0,0.0,0,0.0,0,0.0
…5월,0,0.0,0,0.0,0,0.0,0,0.0
…6월,0,0.0,0,0.0,0,0.0,0,0.0
…7월,0,0.0,0,0.0,0,0.0,0,0.0
…8월,0,0.0,0,0.0,0,0.0,0,0.0
…9월,0,0.0,0,0.0,0,0.0,0,0.0
…10월,0,0.0,0,0.0,0,0.0,0,0.0
…11월,0,0.0,0,0.0,0,0.0,0,0.0
…12월,"275,680",152.6,0,0.0,"6,978",11.0,0,0.0
1985년,"109,135",185.5,0,0.0,"6,289",-17.1,0,0.0
…1월,0,0.0,0,0.0,0,0.0,0,0.0
…2월,0,0.0,0,0.0,0,0.0,0,0.0
…3월,0,0.0,0,0.0,0,0.0,0,0.0
…4월,0,0.0,0,0.0,0,0.0,0,0.0
…5월,0,0.0,0,0.0,0,0.0,0,0.0
…6월,0,0.0,0,0.0,0,0.0,0,0.0
…7월,0,0.0,0,0.0,0,0.0,0,0.0
…8월,0,0.0,0,0.0,0,0.0,0,0.0
…9월,0,0.0,0,0.0,0,0.0,0,0.0
…10월,0,0.0,0,0.0,0,0.0,0,0.0
…11월,0,0.0,0,0.0,0,0.0,0,0.0
…12월,"109,135",185.5,0,0.0,"6,289",-17.1,0,0.0
1984년,"38,224",135.0,0,0.0,"7,586",17.3,0,0.0
…1월,0,0.0,0,0.0,0,0.0,0,0.0
…2월,0,0.0,0,0.0,0,0.0,0,0.0
…3월,0,0.0,0,0.0,0,0.0,0,0.0
…4월,0,0.0,0,0.0,0,0.0,0,0.0
…5월,0,0.0,0,0.0,0,0.0,0,0.0
…6월,0,0.0,0,0.0,0,0.0,0,0.0
…7월,0,0.0,0,0.0,0,0.0,0,0.0
…8월,0,0.0,0,0.0,0,0.0,0,0.0
…9월,0,0.0,0,0.0,0,0.0,0,0.0
…10월,0,0.0,0,0.0,0,0.0,0,0.0
…11월,0,0.0,0,0.0,0,0.0,0,0.0
…12월,"38,224",135.0,0,0.0,"7,586",17.3,0,0.0
1983년,"16,264",61.9,0,0.0,"6,469",14.9,0,0.0
…1월,0,0.0,0,0.0,0,0.0,0,0.0
…2월,0,0.0,0,0.0,0,0.0,0,0.0
…3월,0,0.0,0,0.0,0,0.0,0,0.0
…4월,0,0.0,0,0.0,0,0.0,0,0.0
…5월,0,0.0,0,0.0,0,0.0,0,0.0
…6월,0,0.0,0,0.0,0,0.0,0,0.0
…7월,0,0.0,0,0.0,0,0.0,0,0.0
…8월,0,0.0,0,0.0,0,0.0,0,0.0
…9월,0,0.0,0,0.0,0,0.0,0,0.0
…10월,0,0.0,0,0.0,0,0.0,0,0.0
…11월,0,0.0,0,0.0,0,0.0,0,0.0
…12월,"16,264",61.9,0,0.0,"6,469",14.9,0,0.0
1982년,"10,044",-38.4,0,0.0,"5,631",22.8,0,0.0
…1월,0,0.0,0,0.0,0,0.0,0,0.0
…2월,0,0.0,0,0.0,0,0.0,0,0.0
…3월,0,0.0,0,0.0,0,0.0,0,0.0
…4월,0,0.0,0,0.0,0,0.0,0,0.0
…5월,0,0.0,0,0.0,0,0.0,0,0.0
…6월,0,0.0,0,0.0,0,0.0,0,0.0
…7월,0,0.0,0,0.0,0,0.0,0,0.0
…8월,0,0.0,0,0.0,0,0.0,0,0.0
…9월,0,0.0,0,0.0,0,0.0,0,0.0
…10월,0,0.0,0,0.0,0,0.0,0,0.0
…11월,0,0.0,0,0.0,0,0.0,0,0.0
…12월,"10,044",-38.4,0,0.0,"5,631",22.8,0,0.0
1981년,"16,302",66.1,0,0.0,"4,584",48.0,0,0.0
…1월,0,0.0,0,0.0,0,0.0,0,0.0
…2월,0,0.0,0,0.0,0,0.0,0,0.0
…3월,0,0.0,0,0.0,0,0.0,0,0.0
…4월,0,0.0,0,0.0,0,0.0,0,0.0
…5월,0,0.0,0,0.0,0,0.0,0,0.0
…6월,0,0.0,0,0.0,0,0.0,0,0.0
…7월,0,0.0,0,0.0,0,0.0,0,0.0
…8월,0,0.0,0,0.0,0,0.0,0,0.0
…9월,0,0.0,0,0.0,0,0.0,0,0.0
…10월,0,0.0,0,0.0,0,0.0,0,0.0
…11월,0,0.0,0,0.0,0,0.0,0,0.0
…12월,"16,302",66.1,0,0.0,"4,584",48.0,0,0.0
1980년,"9,815",-12.8,0,0.0,"3,097",-52.9,0,0.0
…1월,0,0.0,0,0.0,0,0.0,0,0.0
…2월,0,0.0,0,0.0,0,0.0,0,0.0
…3월,0,0.0,0,0.0,0,0.0,0,0.0
…4월,0,0.0,0,0.0,0,0.0,0,0.0
…5월,0,0.0,0,0.0,0,0.0,0,0.0
…6월,0,0.0,0,0.0,0,0.0,0,0.0
…7월,0,0.0,0,0.0,0,0.0,0,0.0
…8월,0,0.0,0,0.0,0,0.0,0,0.0
…9월,0,0.0,0,0.0,0,0.0,0,0.0
…10월,0,0.0,0,0.0,0,0.0,0,0.0
…11월,0,0.0,0,0.0,0,0.0,0,0.0
…12월,"9,815",-12.8,0,0.0,"3,097",-52.9,0,0.0
1979년,"11,251",32.6,0,0.0,"6,573",18.4,0,0.0
…1월,0,0.0,0,0.0,0,0.0,0,0.0
…2월,0,0.0,0,0.0,0,0.0,0,0.0
…3월,0,0.0,0,0.0,0,0.0,0,0.0
…4월,0,0.0,0,0.0,0,0.0,0,0.0
…5월,0,0.0,0,0.0,0,0.0,0,0.0
…6월,0,0.0,0,0.0,0,0.0,0,0.0
…7월,0,0.0,0,0.0,0,0.0,0,0.0
…8월,0,0.0,0,0.0,0,0.0,0,0.0
…9월,0,0.0,0,0.0,0,0.0,0,0.0
…10월,0,0.0,0,0.0,0,0.0,0,0.0
…11월,0,0.0,0,0.0,0,0.0,0,0.0
…12월,"11,251",32.6,0,0.0,"6,573",18.4,0,0.0
1978년,"8,488",70.4,0,0.0,"5,553",130.3,0,0.0
…1월,0,0.0,0,0.0,0,0.0,0,0.0
…2월,0,0.0,0,0.0,0,0.0,0,0.0
…3월,0,0.0,0,0.0,0,0.0,0,0.0
…4월,0,0.0,0,0.0,0,0.0,0,0.0
…5월,0,0.0,0,0.0,0,0.0,0,0.0
…6월,0,0.0,0,0.0,0,0.0,0,0.0
…7월,0,0.0,0,0.0,0,0.0,0,0.0
…8월,0,0.0,0,0.0,0,0.0,0,0.0
…9월,0,0.0,0,0.0,0,0.0,0,0.0
…10월,0,0.0,0,0.0,0,0.0,0,0.0
…11월,0,0.0,0,0.0,0,0.0,0,0.0
…12월,"8,488",70.4,0,0.0,"5,553",130.3,0,0.0
1977년,"4,981",0.0,0,0.0,"2,411",0.0,0,0.0
…1월,0,0.0,0,0.0,0,0.0,0,0.0
…2월,0,0.0,0,0.0,0,0.0,0,0.0
…3월,0,0.0,0,0.0,0,0.0,0,0.0
…4월,0,0.0,0,0.0,0,0.0,0,0.0
…5월,0,0.0,0,0.0,0,0.0,0,0.0
…6월,0,0.0,0,0.0,0,0.0,0,0.0
…7월,0,0.0,0,0.0,0,0.0,0,0.0
…8월,0,0.0,0,0.0,0,0.0,0,0.0
…9월,0,0.0,0,0.0,0,0.0,0,0.0
…10월,0,0.0,0,0.0,0,0.0,0,0.0
…11월,0,0.0,0,0.0,0,0.0,0,0.0
…12월,"4,981",0.0,0,0.0,"2,411",0.0,0,0.0
